Tract Code,Total Housing Units,1-4 Family Units,Median House Age,Inside City?,Owner Occupied Units,Vacant Units,Owner Occupied 1-4 Fam Units,Renter Occupied,state,county
5204.02,1908,1324,58,No,1207,137,962,564,36,059
5205.01,1238,1238,59,No,1094,19,1094,125,36,059
5205.02,1788,1783,59,No,1588,135,1583,65,36,059
5206.00,1968,1968,0,No,1691,49,1691,228,36,059
5207.00,1677,1658,0,No,1471,28,1471,178,36,059
5208.00,1335,1335,60,No,1227,35,1227,73,36,059
5209.00,1527,1527,60,No,1438,32,1438,57,36,059
5210.00,1833,1833,59,No,1614,71,1614,148,36,059
5211.00,1594,1584,60,No,1372,59,1362,163,36,059
5212.00,972,967,61,No,871,47,866,54,36,059
5213.01,782,782,61,No,658,65,658,59,36,059
5213.02,1907,1901,58,No,1611,129,1605,167,36,059
5214.00,2190,2132,58,No,2025,95,2008,70,36,059
5215.00,1574,1574,60,No,1442,30,1442,102,36,059
5216.01,1396,1375,0,No,1315,50,1315,31,36,059
5216.02,1109,1101,60,No,1076,25,1076,8,36,059
5217.00,1647,1606,58,No,1565,62,1524,20,36,059
5218.01,1265,1245,59,No,1148,41,1128,76,36,059
5218.02,1288,1288,60,No,1227,31,1227,30,36,059
5219.02,1530,1530,58,No,1332,168,1332,30,36,059
5220.00,3014,2516,52,No,1786,341,1672,887,36,059
5227.00,1652,1618,60,No,1511,60,1495,81,36,059
9801.00,0,0,0,No,0,0,0,0,36,059
9811.00,0,0,0,No,0,0,0,0,36,059
9821.00,0,0,0,No,0,0,0,0,36,059
9901.00,0,0,0,No,0,0,0,0,36,059
9902.00,0,0,0,No,0,0,0,0,36,059
9903.01,0,0,0,No,0,0,0,0,36,059
9903.02,0,0,0,No,0,0,0,0,36,059
9904.00,0,0,0,No,0,0,0,0,36,059
6006.01,997,997,52,No,714,97,714,186,42,007
6006.02,1123,1091,44,No,963,94,963,66,42,007
6007.00,3432,3035,45,No,2525,267,2525,640,42,007
6010.00,1659,1381,59,No,1142,93,1121,424,42,007
6011.00,1187,1036,73,No,581,156,581,450,42,007
6012.00,1668,1269,76,No,499,492,490,677,42,007
6013.00,1328,1296,76,No,499,360,477,469,42,007
6014.00,1657,1454,76,No,897,133,897,627,42,007
6016.00,654,603,63,No,376,42,376,236,42,007
6017.00,1349,1349,57,No,1118,29,1118,202,42,007
6018.00,3507,3393,39,No,2454,244,2454,809,42,007
6021.00,1845,1405,72,No,714,206,714,925,42,007
6023.00,1368,1032,76,No,652,165,631,551,42,007
6024.00,981,871,74,No,676,48,659,257,42,007
6025.00,808,713,69,No,234,72,218,502,42,007
6026.01,1927,1927,50,No,1628,99,1628,200,42,007
6026.02,1374,1214,50,No,1062,70,1062,242,42,007
6027.01,820,815,60,No,686,68,686,66,42,007
6027.02,1601,1594,50,No,1272,165,1265,164,42,007
6028.00,1199,991,72,No,454,186,414,559,42,007
6029.00,1124,1124,37,No,896,120,896,108,42,007
6030.00,1296,1296,39,No,1006,104,1006,186,42,007
6032.02,2748,2733,46,No,2271,203,2271,274,42,007
6033.00,1745,1601,59,No,1234,47,1234,464,42,007
6034.00,1050,936,76,No,527,175,527,348,42,007
6035.00,709,677,76,No,427,96,427,186,42,007
6036.00,1049,950,53,No,771,80,771,198,42,007
6037.00,2037,1678,61,No,1279,180,1207,578,42,007
6038.01,1167,1167,41,No,1118,19,1118,30,42,007
6038.02,1191,1191,37,No,1191,0,1191,0,42,007
6038.03,1414,1414,58,No,1232,70,1232,112,42,007
6039.00,1559,1559,64,No,1194,164,1194,201,42,007
6040.00,1332,1156,76,No,527,181,527,624,42,007
6041.00,1575,1286,76,No,497,353,497,725,42,007
6042.00,955,887,76,No,432,145,432,378,42,007
6045.00,1563,1299,71,No,470,518,470,575,42,007
6046.00,1668,1318,63,No,959,210,851,499,42,007
6047.00,826,768,68,No,426,135,422,265,42,007
6048.00,1991,1840,59,No,1480,160,1480,351,42,007
6049.01,1653,1653,58,No,1165,183,1165,305,42,007
6049.02,2050,1894,53,No,1630,139,1593,281,42,007
6050.01,1063,1063,38,No,920,39,920,104,42,007
6050.02,1522,1473,36,No,1215,102,1208,205,42,007
6051.00,2102,1951,43,No,1489,195,1489,418,42,007
6052.00,1204,970,58,No,676,96,676,432,42,007
6053.00,1500,1473,60,No,1092,155,1085,253,42,007
6054.00,1868,1423,70,No,693,297,669,878,42,007
6055.00,2355,2084,45,No,1560,260,1545,535,42,007
6056.00,1549,1476,61,No,1038,171,1038,340,42,007
6057.00,1400,1321,76,No,600,438,589,362,42,007
6058.00,2543,2543,57,No,1973,92,1973,478,42,007
0464.02,1678,1652,43,No,743,207,743,728,06,065
0464.03,2116,2116,23,No,1438,91,1438,587,06,065
0464.04,1930,1799,15,No,1216,117,1195,597,06,065
0464.05,1155,1155,30,No,834,135,834,186,06,065
0465.00,1605,474,38,Yes,57,311,31,1237,06,065
0466.01,204,131,19,No,122,0,119,82,06,065
0466.02,1116,1116,40,No,918,50,918,148,06,065
0467.00,1626,1096,32,Yes,243,284,228,1099,06,065
0468.00,1511,1511,31,No,1094,74,1094,343,06,065
0469.00,1313,1306,30,No,474,696,474,143,06,065
0470.00,1065,1030,34,No,367,466,367,232,06,065
0472.01,1988,1965,36,No,883,866,883,239,06,065
0472.02,1471,1440,33,No,580,674,580,217,06,065
0479.00,3649,3625,16,Yes,3165,23,3141,461,06,065
0481.00,2017,2017,12,Yes,1701,40,1701,276,06,065
0482.00,1329,1329,24,Yes,1086,73,1086,170,06,065
0483.00,1827,1806,16,No,1252,55,1243,520,06,065
0487.00,1205,1102,12,No,812,70,812,323,06,065
0488.00,1124,1091,28,No,691,0,691,433,06,065
0489.01,1000,993,30,No,704,24,697,272,06,065
0489.02,1918,1540,29,No,894,45,894,979,06,065
0490.00,2318,2198,0,No,1717,203,1609,398,06,065
0491.00,3583,3142,25,No,1187,1389,1187,1007,06,065
0494.00,1684,1684,0,No,1039,288,1039,357,06,065
0495.00,2372,1711,28,No,1122,201,1122,1049,06,065
0496.00,2673,1853,12,Yes,1049,206,1049,1418,06,065
0497.00,2832,2832,13,No,1946,230,1946,656,06,065
0498.00,1484,987,0,No,631,108,497,745,06,065
0503.00,3190,3190,12,No,2094,506,2094,590,06,065
0504.00,3192,2902,25,No,2075,118,2075,999,06,065
0505.00,4155,3570,12,Yes,2662,69,2327,1424,06,065
0506.00,2341,1934,16,No,1513,81,1513,747,06,065
0507.00,3431,2759,10,No,2285,123,2129,1023,06,065
0509.00,1884,981,17,Yes,687,226,687,971,06,065
0511.00,1869,1521,13,No,922,160,895,787,06,065
0512.00,1644,878,20,Yes,584,169,584,891,06,065
0513.00,3115,3115,28,No,2015,370,2015,730,06,065
0514.00,5330,5330,16,No,3650,1231,3650,449,06,065
9401.00,1406,1406,36,No,94,1307,94,5,06,065
9404.00,1606,1606,20,No,1213,94,1213,299,06,065
9405.00,2259,2014,43,No,906,1051,873,302,06,065
9406.00,2745,2709,18,No,1375,1161,1362,209,06,065
9407.00,2575,2127,35,No,881,1156,790,538,06,065
9408.00,2803,2483,44,No,1165,1193,1059,445,06,065
9409.00,1537,1527,30,No,841,517,833,179,06,065
9410.00,4357,3985,40,No,1666,2071,1604,620,06,065
9411.00,2253,2005,0,No,980,1155,938,118,06,065
9412.00,2488,2407,0,No,909,1352,890,227,06,065
9413.00,2513,2152,37,No,1141,813,1080,559,06,065
9414.00,2987,1545,34,No,637,1118,480,1232,06,065
9415.00,1576,1576,27,No,1133,123,1133,320,06,065
9800.04,0,0,0,Yes,0,0,0,0,06,065
9810.00,0,0,0,No,0,0,0,0,06,065
0001.01,2527,2224,34,Yes,1729,114,1671,684,06,083
0001.02,2339,1665,38,Yes,930,175,930,1234,06,083
0001.03,1258,1250,43,Yes,1029,66,1021,163,06,083
0002.00,2116,1185,58,Yes,851,177,793,1088,06,083
0003.01,1412,731,64,Yes,273,122,227,1017,06,083
0003.02,1956,1221,52,Yes,448,118,432,1390,06,083
0004.00,2594,1819,69,Yes,883,210,781,1501,06,083
0005.01,1460,1342,57,Yes,1046,168,1046,246,06,083
0005.02,2533,2106,59,Yes,1802,100,1717,631,06,083
0006.00,2374,2054,60,Yes,1094,223,1081,1057,06,083
0007.00,2388,2220,50,Yes,1497,287,1497,604,06,083
0008.01,1224,1144,66,Yes,455,80,455,689,06,083
0008.04,2196,1667,47,Yes,547,294,483,1355,06,083
0009.00,1754,936,60,Yes,175,85,175,1494,06,083
0010.00,2953,1685,46,Yes,285,261,243,2407,06,083
0011.01,1617,1308,64,Yes,681,98,681,838,06,083
0011.02,1439,971,47,Yes,237,97,229,1105,06,083
0012.03,1357,1019,43,Yes,705,198,603,454,06,083
0012.06,1692,949,48,Yes,177,122,159,1393,06,083
0012.08,1824,1344,56,Yes,867,209,798,748,06,083
0013.04,3026,2672,50,Yes,1920,134,1900,972,06,083
0013.06,1538,1285,46,Yes,844,36,813,658,06,083
0014.02,1953,1496,53,Yes,819,575,688,559,06,083
0015.00,1608,1608,49,No,1024,357,1024,227,06,083
0016.01,1910,1819,41,No,1453,119,1435,338,06,083
0016.04,2657,1836,43,No,672,423,655,1562,06,083
0017.04,1118,829,40,No,628,16,525,474,06,083
0017.06,2382,2204,40,No,1174,328,1159,880,06,083
0018.00,616,616,55,No,262,186,262,168,06,083
0019.01,3017,2858,30,No,1898,349,1864,770,06,083
0019.03,2828,2137,36,No,1518,154,1518,1156,06,083
0019.05,1384,1347,36,No,806,329,806,249,06,083
0019.06,2572,2490,39,No,1587,295,1587,690,06,083
0020.05,2044,2009,43,No,1532,157,1521,355,06,083
0020.06,917,917,33,Yes,616,113,616,188,06,083
0020.07,3953,3300,23,Yes,2614,236,2509,1103,06,083
0020.08,2407,2216,38,No,1605,142,1605,660,06,083
0020.09,1378,1298,40,No,961,69,961,348,06,083
0020.10,1566,1566,33,No,1181,26,1181,359,06,083
0020.11,1726,1592,38,Yes,1146,61,1135,519,06,083
0020.12,1312,1297,39,Yes,860,82,860,370,06,083
0020.13,1084,1075,33,Yes,930,50,930,104,06,083
0021.01,1295,983,61,Yes,391,115,317,789,06,083
0021.02,787,658,58,Yes,494,4,482,289,06,083
0021.03,1625,809,33,Yes,396,211,378,1018,06,083
0022.05,1510,940,46,Yes,645,94,585,771,06,083
0022.06,1611,1253,51,Yes,353,129,348,1129,06,083
0022.09,933,788,46,Yes,537,33,508,363,06,083
0022.10,1597,1597,32,Yes,1070,74,1070,453,06,083
0022.11,2154,1858,31,Yes,1423,166,1359,565,06,083
0023.03,1430,1338,48,Yes,844,78,844,508,06,083
0023.04,1409,1152,56,Yes,482,38,455,889,06,083
0023.05,1569,1548,48,Yes,771,24,771,774,06,083
0023.06,2610,2610,20,Yes,1917,151,1917,542,06,083
0024.02,3245,2564,21,Yes,1399,28,1390,1818,06,083
0024.03,1604,852,48,Yes,159,78,159,1367,06,083
0024.04,1793,717,43,Yes,234,55,234,1504,06,083
0025.02,2014,1941,34,Yes,953,87,953,974,06,083
0026.04,54,54,52,No,0,22,0,32,06,083
0026.06,931,909,17,No,5,53,5,873,06,083
0027.02,2457,1680,50,No,309,104,299,2044,06,083
0027.03,1449,1259,49,No,574,71,568,804,06,083
0027.05,1577,1162,39,No,595,94,595,888,06,083
0027.06,1995,1496,49,No,693,67,686,1235,06,083
0027.07,1016,801,47,No,419,70,411,527,06,083
0027.08,1133,1005,56,No,569,27,569,537,06,083
0028.02,2546,2220,30,No,1327,72,1327,1147,06,083
0028.06,806,762,32,No,657,20,657,129,06,083
0028.08,2796,2637,44,No,1837,132,1837,827,06,083
0028.09,1692,1692,43,No,1259,129,1259,304,06,083
0029.06,1461,1433,50,No,1186,59,1186,216,06,083
0029.07,1609,1506,45,No,1106,30,1106,473,06,083
0029.09,1818,1789,50,No,1276,53,1276,489,06,083
0029.13,1536,1223,44,No,900,32,900,604,06,083
0029.14,1407,1105,48,No,882,127,797,398,06,083
0029.15,313,118,42,No,9,78,9,226,06,083
0029.22,864,382,16,No,143,111,143,610,06,083
0029.24,1688,385,39,No,0,160,0,1528,06,083
0029.26,1895,343,35,No,13,89,13,1793,06,083
0029.28,1383,681,38,No,77,105,77,1201,06,083
0029.30,3047,1900,41,No,1241,150,1152,1656,06,083
0029.32,868,775,39,No,438,124,433,306,06,083
0030.01,2379,1109,40,Yes,572,189,474,1618,06,083
0030.04,1650,1612,48,No,1411,15,1400,224,06,083
0030.05,1625,1457,49,No,876,63,864,686,06,083
0030.07,1680,1623,48,Yes,1074,214,1074,392,06,083
0031.02,1249,1249,48,No,806,144,806,299,06,083
9800.00,4,4,0,Yes,0,0,0,4,06,083
9801.00,12,12,0,No,0,12,0,0,06,083
9900.00,0,0,0,Yes,0,0,0,0,06,083
9702.00,1503,1487,43,No,820,498,820,185,50,003
9703.00,781,781,50,No,361,335,361,85,50,003
9704.00,2568,2168,38,No,1337,605,1319,626,50,003
9705.00,2688,2523,37,No,436,2170,429,82,50,003
9706.00,2008,1965,43,No,1211,598,1211,199,50,003
9707.00,1358,1310,48,No,792,259,792,307,50,003
9708.00,1684,1680,47,No,1294,143,1294,247,50,003
9709.00,944,801,35,No,635,35,635,274,50,003
9710.00,1474,1363,43,No,878,190,866,406,50,003
9711.00,2043,2002,49,No,1502,125,1477,416,50,003
9712.00,2295,2039,72,No,887,145,872,1263,50,003
9713.00,1573,1561,40,No,1090,180,1090,303,50,003
5115.00,3191,2232,49,Yes,1459,203,1314,1529,06,085
5116.08,85,25,25,Yes,0,5,0,80,06,085
5116.09,1807,119,16,Yes,197,125,0,1485,06,085
5117.01,1620,1620,50,Yes,1315,93,1315,212,06,085
5117.02,1035,1035,54,No,883,77,883,75,06,085
5117.04,1816,1816,42,No,1608,83,1608,125,06,085
5117.05,356,341,51,Yes,306,4,306,46,06,085
5117.07,1259,988,30,Yes,1009,110,793,140,06,085
5118.00,1767,1747,57,No,1306,74,1294,387,06,085
5119.05,1065,1065,42,Yes,832,35,832,198,06,085
5119.07,1349,1349,47,Yes,1074,0,1074,275,06,085
5119.09,2713,2704,30,Yes,2465,40,2456,208,06,085
5119.10,1055,1055,47,Yes,965,0,965,90,06,085
5119.11,1916,1492,34,Yes,1415,57,1255,444,06,085
5119.12,1745,1745,36,Yes,1511,22,1511,212,06,085
5119.13,1434,1434,43,Yes,1311,64,1311,59,06,085
5119.14,1953,1953,40,Yes,1705,24,1705,224,06,085
5119.15,1285,1004,42,Yes,408,23,383,854,06,085
5119.16,1688,1431,44,Yes,1181,0,1181,507,06,085
5120.01,2123,2087,22,Yes,1535,149,1510,439,06,085
5120.05,2225,2205,43,Yes,1590,31,1570,604,06,085
5120.17,2245,2117,40,Yes,1277,71,1277,897,06,085
5120.19,1553,1138,0,Yes,974,0,974,579,06,085
5120.20,2717,922,29,Yes,520,172,520,2025,06,085
5120.21,2065,1909,37,Yes,1676,21,1626,368,06,085
5120.22,1911,1250,36,Yes,1073,51,1073,787,06,085
5120.23,2044,1661,39,Yes,891,51,728,1102,06,085
5120.24,1735,1142,38,Yes,981,125,924,629,06,085
5120.25,1086,922,39,Yes,824,33,824,229,06,085
5120.26,1388,1285,39,Yes,966,77,953,345,06,085
5120.27,1623,808,35,Yes,554,74,513,995,06,085
5120.29,2308,2125,49,Yes,1844,16,1724,448,06,085
5120.30,987,987,47,Yes,856,0,856,131,06,085
5120.31,1413,1413,44,Yes,1147,19,1147,247,06,085
5120.32,1055,1055,41,Yes,848,54,848,153,06,085
5120.33,2077,1789,40,Yes,1389,73,1382,615,06,085
5120.34,1055,1028,0,Yes,866,10,848,179,06,085
5120.35,1407,1333,40,Yes,1129,8,1129,270,06,085
5120.36,1941,900,18,Yes,555,104,555,1282,06,085
5120.37,984,970,45,Yes,850,0,836,134,06,085
5120.38,1095,725,22,Yes,655,87,592,353,06,085
5120.39,1390,1382,34,Yes,1027,96,1027,267,06,085
5120.42,882,643,43,Yes,523,7,523,352,06,085
5120.43,1592,1321,43,Yes,621,32,612,939,06,085
5120.45,1868,1868,48,Yes,1615,41,1615,212,06,085
5120.47,1729,1729,46,Yes,1279,56,1279,394,06,085
5120.52,1825,938,24,Yes,751,90,685,984,06,085
5120.53,1593,1510,42,Yes,949,63,949,581,06,085
5121.00,509,505,43,Yes,320,42,320,147,06,085
5122.00,1686,1686,30,Yes,1410,36,1410,240,06,085
5123.05,1434,1424,31,Yes,1172,0,1172,262,06,085
5123.07,2435,2196,34,No,1931,70,1931,434,06,085
5123.08,2483,2441,30,Yes,2025,32,2025,426,06,085
5123.09,1760,1668,34,No,1378,49,1348,333,06,085
5123.10,1400,1177,20,No,533,28,533,839,06,085
5123.11,1169,1103,16,Yes,945,94,933,130,06,085
5123.12,1053,1029,26,No,779,38,755,236,06,085
5123.13,1263,993,34,No,523,32,523,708,06,085
5123.14,2097,1710,38,No,1224,8,1150,865,06,085
5124.01,1513,1498,45,No,1082,85,1082,346,06,085
5124.02,1628,1603,43,No,1132,127,1132,369,06,085
5125.03,2599,2599,23,No,2214,34,2214,351,06,085
5125.05,2174,1788,23,No,1195,26,1152,953,06,085
5125.06,1847,1402,34,No,818,26,787,1003,06,085
5125.08,2627,2322,43,No,1334,39,1334,1254,06,085
5125.09,1217,1150,33,No,943,0,943,274,06,085
5125.10,2342,1732,28,No,1294,158,1281,890,06,085
5126.02,938,926,43,No,484,107,484,347,06,085
5126.03,1071,801,41,No,186,18,186,867,06,085
5126.04,1172,1010,41,No,392,29,392,751,06,085
5130.00,2384,365,24,Yes,31,126,31,2227,06,085
5135.00,449,449,42,Yes,224,128,224,97,06,085
8832.09,1119,945,27,No,761,85,761,273,17,197
8832.10,1370,897,28,No,924,83,821,363,17,197
8832.11,2146,1962,26,No,1687,228,1653,231,17,197
8832.12,1803,1778,12,No,1662,35,1637,106,17,197
8832.13,2126,2099,21,No,1800,104,1783,222,17,197
8832.14,1032,1022,15,No,922,17,912,93,17,197
8832.15,3188,3075,11,No,2788,109,2788,291,17,197
8832.16,1032,1010,40,No,875,121,875,36,17,197
8833.03,1177,1177,21,No,1102,0,1102,75,17,197
8833.04,722,716,38,No,651,61,645,10,17,197
8833.05,1020,1020,32,No,921,56,921,43,17,197
8833.06,1165,1165,18,No,987,54,987,124,17,197
8833.07,1676,1665,31,No,1339,136,1339,201,17,197
8834.01,1716,1553,50,No,961,176,961,579,17,197
8834.02,1027,1001,49,No,583,161,583,283,17,197
8835.04,2206,2154,19,No,1973,149,1939,84,17,197
8835.05,2613,2575,21,No,2309,93,2271,211,17,197
8835.07,1298,1298,18,No,1217,42,1217,39,17,197
8835.09,1666,1547,30,No,1373,37,1350,256,17,197
8835.10,1612,1612,16,No,1464,56,1464,92,17,197
8835.11,1702,1583,33,No,1388,132,1380,182,17,197
8835.13,1702,1673,22,No,1654,0,1625,48,17,197
8835.14,2237,2046,13,No,2216,0,2025,21,17,197
8835.15,1391,1380,35,No,1259,52,1259,80,17,197
8835.16,2165,2132,13,No,2033,90,2033,42,17,197
8835.17,1272,1092,38,No,1009,53,955,210,17,197
8835.19,2047,1689,24,No,1743,137,1562,167,17,197
8835.21,1331,1261,26,No,1088,71,1088,172,17,197
8835.22,1217,1205,20,No,1149,55,1137,13,17,197
8836.02,2381,2381,19,No,1969,211,1969,201,17,197
8836.03,1314,963,54,No,766,109,738,439,17,197
8836.05,1355,960,41,No,448,197,448,710,17,197
8836.06,1395,1395,38,No,1019,126,1019,250,17,197
8837.00,1348,1207,57,No,706,173,698,469,17,197
8838.03,1541,420,39,No,292,147,292,1102,17,197
8838.04,1093,1023,49,No,724,150,721,219,17,197
8838.06,1439,1426,34,No,1203,149,1190,87,17,197
8838.08,959,822,40,No,738,60,738,161,17,197
8838.09,1535,1488,30,No,1221,191,1212,123,17,197
8838.10,1498,1357,34,No,1141,151,1120,206,17,197
8838.11,1314,1236,56,No,1038,66,1029,210,17,197
8839.02,2479,2405,30,No,1916,177,1916,386,17,197
8839.03,709,639,23,No,508,50,508,151,17,197
8839.04,1653,1589,42,No,1330,54,1330,269,17,197
8840.03,1826,1788,34,No,1214,161,1214,451,17,197
8840.04,1623,1609,21,No,928,555,928,140,17,197
8840.05,597,597,36,No,441,65,441,91,17,197
8840.06,935,935,49,No,755,125,755,55,17,197
8841.01,1518,1354,0,No,1143,227,1133,148,17,197
8841.03,963,944,13,No,832,18,832,113,17,197
9800.00,0,0,0,No,0,0,0,0,17,197
9801.00,58,58,35,No,22,18,22,18,17,197
