Tract Code,Tract Population,Tract Minority %,Number of Families,Number Households,Non Hispanic White Pop,tract_minority_pop,american_indian_pop,asian_islander_pop,black_population,hisplanic_population,mixed_population,state,county
1028.00,1529,97.25,386,491,42,1487,0,36,1398,53,0,36,047
1034.00,4029,92.11,1079,1678,318,3711,299,0,2400,966,46,36,047
1058.01,6403,73.95,1613,3308,1668,4735,18,2,3410,1244,61,36,047
1058.04,6416,75.98,1902,3000,1541,4875,57,357,3063,1329,69,36,047
1070.00,1141,99.39,348,464,7,1134,7,85,745,289,8,36,047
1078.00,3988,97.47,1043,1746,101,3887,0,0,3318,372,197,36,047
1098.00,2160,96.06,414,601,85,2075,18,42,1736,242,37,36,047
1104.00,4948,98.44,1066,1603,77,4871,0,0,3788,1064,19,36,047
1106.00,4438,100.00,1230,1620,0,4438,0,0,3336,1024,78,36,047
1110.00,3400,99.74,962,1478,9,3391,0,0,2345,807,239,36,047
1116.00,3739,96.58,697,1036,128,3611,0,0,2763,840,8,36,047
1118.00,2986,98.66,621,979,40,2946,0,0,2543,403,0,36,047
1120.00,3221,97.67,805,1103,75,3146,0,0,2250,896,0,36,047
1122.00,3755,94.43,950,1117,209,3546,34,78,2641,793,0,36,047
1124.00,3399,99.91,790,1139,3,3396,0,0,2807,520,69,36,047
1126.00,3826,96.16,961,1280,147,3679,0,44,2580,1055,0,36,047
1128.00,3829,94.28,945,1394,219,3610,0,70,3045,466,29,36,047
1130.00,4386,100.00,918,1394,0,4386,0,0,3598,788,0,36,047
1132.00,1917,100.00,489,650,0,1917,15,10,1685,179,28,36,047
1134.00,3107,99.32,618,884,21,3086,0,15,1906,1150,15,36,047
1142.01,1748,94.45,421,560,97,1651,0,87,350,1117,97,36,047
1142.02,2656,98.68,607,904,35,2621,0,26,1032,1514,49,36,047
1144.00,2587,98.92,574,772,28,2559,0,6,1547,969,37,36,047
1146.00,3119,99.07,737,969,29,3090,19,44,832,2118,77,36,047
1150.00,2776,99.39,542,908,17,2759,33,98,1301,1172,155,36,047
1152.00,3213,99.13,746,1000,28,3185,0,149,1980,886,170,36,047
1156.00,4154,99.66,1075,1574,14,4140,32,57,2636,1406,9,36,047
1158.00,2938,98.54,704,901,43,2895,0,0,1922,881,92,36,047
1160.00,2139,100.00,539,869,0,2139,0,22,1405,685,27,36,047
1162.00,2073,99.81,466,735,4,2069,0,19,1782,268,0,36,047
1164.00,3104,98.90,674,894,34,3070,0,60,1784,1185,41,36,047
1166.00,2865,97.45,691,881,73,2792,0,19,1696,950,127,36,047
1168.00,1579,97.21,342,564,44,1535,0,70,660,805,0,36,047
1170.00,1606,96.01,377,504,64,1542,0,50,462,964,66,36,047
1172.01,2536,97.56,634,757,62,2474,0,130,434,1843,67,36,047
1172.02,3121,96.19,808,1089,119,3002,0,91,1009,1846,56,36,047
1174.00,4268,97.54,900,1091,105,4163,0,533,561,3029,40,36,047
1176.01,3037,95.19,672,833,146,2891,0,84,578,2229,0,36,047
1176.02,2800,96.86,580,947,88,2712,0,39,458,2091,124,36,047
1178.00,1665,97.84,389,494,36,1629,0,250,446,849,84,36,047
1180.00,0,0.00,0,0,0,0,0,0,0,0,0,36,047
1182.01,3054,93.88,672,883,187,2867,0,135,455,2243,34,36,047
1182.02,2765,93.63,689,882,176,2589,0,106,347,2113,23,36,047
1184.00,5428,93.85,1114,1412,334,5094,0,670,603,3543,278,36,047
1186.00,2790,94.30,623,740,159,2631,25,248,764,1453,141,36,047
1188.00,4519,96.68,884,1259,150,4369,0,466,2685,1144,74,36,047
1190.00,2611,99.43,607,700,15,2596,0,119,911,1387,179,36,047
1192.00,3231,97.12,682,1014,93,3138,0,218,1583,1252,85,36,047
1194.00,3626,100.00,814,1102,0,3626,0,52,2484,1083,7,36,047
1196.00,4864,99.42,1206,1738,28,4836,27,782,2800,1098,129,36,047
1198.00,3538,97.12,744,1055,102,3436,16,61,1240,2089,30,36,047
1200.00,2230,94.71,397,606,118,2112,0,398,1063,632,19,36,047
1202.00,2057,93.29,440,522,138,1919,11,391,771,664,82,36,047
1208.00,8566,98.65,1922,3087,116,8450,0,173,7244,975,58,36,047
1210.00,4258,98.71,1003,1526,55,4203,10,0,2056,2086,51,36,047
1214.00,4465,99.53,1194,1601,21,4444,0,0,2866,1546,32,36,047
1220.00,5573,100.00,1337,2110,0,5573,0,66,4113,1233,161,36,047
1237.00,6522,16.36,1080,1314,5455,1067,0,77,216,714,60,36,047
1502.00,2946,35.34,722,1061,1905,1041,11,254,71,591,114,36,047
1522.00,3755,62.64,798,1078,1403,2352,10,736,735,579,292,36,047
9901.00,0,0.00,0,0,0,0,0,0,0,0,0,36,047
0194.00,6861,95.06,1425,2486,339,6522,0,168,2308,3860,186,36,061
0195.00,7608,34.38,1663,3332,4992,2616,0,936,126,1387,167,36,061
0196.00,4327,90.34,697,1576,418,3909,0,226,1264,2118,301,36,061
0197.01,939,54.21,153,432,430,509,0,258,61,178,12,36,061
0197.02,2127,67.18,337,961,698,1429,0,178,723,494,34,36,061
0198.00,2513,85.79,499,1175,357,2156,8,155,1624,369,0,36,061
0199.00,9722,36.37,1276,3330,6186,3536,9,1541,598,1046,342,36,061
0200.00,3176,76.98,635,1340,731,2445,0,110,1635,541,159,36,061
0201.01,1807,45.66,131,286,982,825,43,266,255,198,63,36,061
0201.02,4290,76.90,932,1799,991,3299,0,143,2090,957,109,36,061
0203.00,3142,45.19,141,388,1722,1420,35,564,384,294,143,36,061
0205.00,5069,31.76,636,1152,3459,1610,0,750,387,393,80,36,061
0206.00,2949,88.23,512,1364,347,2602,0,106,1856,559,81,36,061
0207.01,3392,47.76,389,1312,1772,1620,0,841,148,519,112,36,061
0208.00,5320,78.21,1098,2077,1159,4161,0,383,2834,634,310,36,061
0209.01,4064,96.51,958,1545,142,3922,0,128,2032,1669,93,36,061
0210.00,7084,95.31,1676,3067,332,6752,0,105,4494,1945,208,36,061
0211.00,10211,64.86,1826,4112,3588,6623,0,2704,1692,1856,371,36,061
0212.00,4412,92.91,700,2492,313,4099,0,195,2787,1050,67,36,061
0213.03,6087,89.26,1042,2188,654,5433,0,144,3496,1703,90,36,061
0214.00,3007,94.45,440,1892,167,2840,5,30,2458,242,105,36,061
0215.00,3756,85.81,769,1329,533,3223,0,82,2306,793,42,36,061
0216.00,8413,75.57,1454,3343,2055,6358,0,299,4638,1221,200,36,061
0217.03,8,0.00,4,4,8,0,0,0,0,0,0,36,061
0218.00,7569,81.04,1367,2782,1435,6134,0,232,4479,1274,149,36,061
0219.00,6401,96.13,1377,2019,248,6153,0,125,2308,3620,100,36,061
0220.00,5379,85.41,1105,2484,785,4594,0,278,3218,900,198,36,061
0221.02,2351,77.92,471,1162,519,1832,0,164,1379,125,164,36,061
0222.00,3089,72.45,551,1277,851,2238,5,94,1636,473,30,36,061
0223.01,7967,87.32,1402,2380,1010,6957,0,289,746,5791,131,36,061
0223.02,3432,87.53,615,1562,428,3004,0,178,842,1946,38,36,061
0224.00,7962,93.82,1885,2742,492,7470,27,94,4726,2525,98,36,061
0225.00,10269,86.58,1930,3467,1378,8891,31,308,2244,6012,296,36,061
0226.00,4235,89.73,894,1795,435,3800,21,100,2897,739,43,36,061
0227.00,5319,81.63,898,2187,977,4342,0,227,2310,1630,175,36,061
0228.00,5814,87.67,1204,2459,717,5097,42,151,3704,752,448,36,061
0229.00,8598,85.26,1663,2894,1267,7331,0,253,2341,4504,233,36,061
0230.00,9259,91.91,1531,3553,749,8510,0,178,5558,2571,203,36,061
0231.00,6890,78.85,1053,2649,1457,5433,0,137,1758,3295,243,36,061
0232.00,8370,96.76,1715,3190,271,8099,49,186,5012,2778,74,36,061
0233.00,6808,83.08,1279,2556,1152,5656,0,245,2023,3079,309,36,061
0234.00,5225,91.52,910,2218,443,4782,52,35,3117,1419,159,36,061
0235.01,6647,89.81,1125,2505,677,5970,0,231,2478,2870,391,36,061
0235.02,1840,86.96,342,781,240,1600,0,0,1248,303,49,36,061
0236.00,7004,99.11,1653,2968,62,6942,20,49,5332,1378,163,36,061
0237.00,7450,88.09,1328,2615,887,6563,24,234,2265,3805,235,36,061
0238.01,9403,58.22,2141,3948,3929,5474,0,2544,1172,1358,400,36,061
0238.02,2380,51.68,285,674,1150,1230,0,355,472,366,37,36,061
0239.00,2810,92.35,556,1049,215,2595,0,36,1081,1381,97,36,061
0240.00,1688,80.75,0,0,325,1363,7,57,861,399,39,36,061
0241.00,7911,89.18,1451,3147,856,7055,0,219,2268,4490,78,36,061
0242.00,3972,95.39,865,1471,183,3789,5,175,1934,1645,30,36,061
0243.01,3926,86.07,683,1374,547,3379,0,123,1522,1680,54,36,061
0243.02,7239,99.23,1811,2486,56,7183,37,0,3924,3133,89,36,061
0245.00,16231,94.63,3067,4825,871,15360,0,241,1197,13429,493,36,061
0247.00,7960,84.64,1436,2444,1223,6737,0,221,625,5770,121,36,061
0249.00,1324,95.09,229,381,65,1259,0,31,225,973,30,36,061
0251.00,2629,89.39,445,724,279,2350,0,72,376,1895,7,36,061
0253.00,12189,84.90,2119,3840,1840,10349,0,374,590,9376,9,36,061
0255.00,5420,70.98,846,2051,1573,3847,39,971,220,2493,124,36,061
0257.00,4446,73.91,1013,1720,1160,3286,0,386,1967,809,124,36,061
0259.00,4155,83.47,833,1665,687,3468,30,107,1885,1296,150,36,061
0261.00,13496,97.41,2641,3686,349,13147,0,148,754,12042,203,36,061
0263.00,9715,92.73,1715,2881,706,9009,0,100,490,8232,187,36,061
0265.00,8056,73.11,1503,2775,2166,5890,0,191,552,4932,215,36,061
0267.00,2342,50.21,411,571,1166,1176,21,50,54,1051,0,36,061
0269.00,8651,93.25,1689,2568,584,8067,0,133,285,7556,93,36,061
0271.00,9704,73.15,2064,3040,2606,7098,0,200,275,6499,124,36,061
0273.00,6935,40.84,1577,3219,4103,2832,0,307,414,1910,201,36,061
0275.00,3712,43.97,903,1602,2080,1632,0,278,165,1045,144,36,061
0277.00,7558,90.00,1107,2168,756,6802,17,94,771,5910,10,36,061
0279.00,11069,84.64,2212,3924,1700,9369,0,294,405,8579,91,36,061
0281.00,3190,25.92,773,1354,2363,827,0,115,160,437,115,36,061
0283.00,7720,81.58,1632,3140,1422,6298,0,363,601,5254,80,36,061
0285.00,7778,91.68,1565,2708,647,7131,17,159,401,6465,89,36,061
0287.00,4135,69.60,730,1604,1257,2878,0,102,107,2572,97,36,061
0291.00,12337,97.19,2662,3930,347,11990,0,165,409,11351,65,36,061
0293.00,9381,94.00,2006,2899,563,8818,0,224,266,8087,241,36,061
0295.00,8164,72.80,1508,3323,2221,5943,0,388,128,5158,269,36,061
0297.00,48,100.00,0,0,0,48,0,0,48,0,0,36,061
0299.00,4581,97.49,1064,1464,115,4466,1,0,848,3610,7,36,061
0303.00,4670,68.87,890,1807,1454,3216,0,60,141,2895,120,36,061
0307.00,3495,42.75,767,1785,2001,1494,0,154,159,995,186,36,061
0309.00,9398,90.90,2012,3467,855,8543,13,29,1512,6913,76,36,061
0311.00,0,0.00,0,0,0,0,0,0,0,0,0,36,061
0317.03,8875,30.17,2008,3957,6197,2678,0,1408,127,663,480,36,061
0317.04,6887,41.35,1824,3260,4039,2848,0,1564,90,917,277,36,061
0319.00,0,0.00,0,0,0,0,0,0,0,0,0,36,061
0231.02,4667,94.73,970,1547,246,4421,0,975,2559,698,189,06,075
0231.03,2922,96.89,677,1039,91,2831,0,548,1410,648,225,06,075
0232.00,4355,92.93,897,1249,308,4047,0,488,1899,1409,251,06,075
0233.00,3218,92.51,765,905,241,2977,0,2217,225,504,31,06,075
0234.00,2976,97.41,679,887,77,2899,53,927,625,1031,263,06,075
0251.00,3422,50.06,734,1340,1709,1713,0,548,274,789,102,06,075
0252.00,5948,47.71,1237,2155,3110,2838,4,732,85,1743,274,06,075
0253.00,4574,46.81,895,1786,2433,2141,32,558,104,1166,281,06,075
0254.01,3309,54.31,630,1244,1512,1797,1,300,165,1187,144,06,075
0254.02,3080,48.12,670,1139,1598,1482,0,685,75,449,273,06,075
0254.03,5154,77.34,991,1533,1168,3986,0,1121,461,2156,248,06,075
0255.00,9303,80.63,1930,2734,1802,7501,0,3614,58,3688,141,06,075
0256.00,5648,83.69,1194,1626,921,4727,12,3247,125,1160,183,06,075
0257.01,5074,86.76,1026,1410,672,4402,17,2893,228,1185,79,06,075
0257.02,4911,93.14,1018,1149,337,4574,9,3145,114,1304,2,06,075
0258.00,2035,88.75,456,632,229,1806,0,1137,114,496,59,06,075
0259.00,4249,77.81,970,1478,943,3306,0,2041,268,908,89,06,075
0260.01,5751,89.60,1131,1506,598,5153,17,2182,141,2500,313,06,075
0260.02,3497,75.24,697,984,866,2631,12,1199,168,1197,55,06,075
0260.03,4976,87.24,1093,1398,635,4341,36,2158,64,1938,145,06,075
0260.04,5015,89.47,968,1240,528,4487,56,2431,64,1849,87,06,075
0261.00,6934,91.97,1506,2000,557,6377,0,3986,108,1920,363,06,075
0262.00,7746,90.30,1628,1980,751,6995,69,4896,90,1767,173,06,075
0263.01,4750,85.28,980,1377,699,4051,42,2671,53,1228,57,06,075
0263.02,4785,85.60,1209,1521,689,4096,0,2727,104,1173,92,06,075
0263.03,5218,87.72,1065,1244,641,4577,4,2974,102,1415,82,06,075
0264.01,3937,96.52,875,1062,137,3800,0,2793,425,498,84,06,075
0264.02,4407,89.18,927,1190,477,3930,0,2510,671,614,135,06,075
0264.03,3655,96.14,791,1041,141,3514,7,2609,77,653,168,06,075
0264.04,2377,97.94,504,685,49,2328,2,1318,498,472,38,06,075
0301.01,4895,40.45,835,2096,2915,1980,47,1004,135,419,375,06,075
0301.02,5095,35.64,957,2193,3279,1816,0,1026,110,432,248,06,075
0302.01,4233,39.81,902,1917,2548,1685,0,1230,23,198,234,06,075
0302.02,4467,47.77,965,2109,2333,2134,0,984,97,685,368,06,075
0303.01,6101,56.11,1357,2376,2678,3423,0,2634,174,391,224,06,075
0303.02,4171,59.05,988,1448,1708,2463,0,1976,23,302,162,06,075
0304.00,5373,52.19,1451,1964,2569,2804,4,2164,128,168,340,06,075
0305.00,2820,51.45,534,1008,1369,1451,7,594,200,432,218,06,075
0306.00,2243,44.81,612,885,1238,1005,0,620,23,229,133,06,075
0307.00,6952,49.08,1854,2618,3540,3412,0,1956,76,961,419,06,075
0308.00,5681,49.45,1553,2152,2872,2809,0,1730,182,607,290,06,075
0309.00,6788,54.88,1885,2308,3063,3725,0,2908,149,545,123,06,075
0310.00,3674,54.55,977,1312,1670,2004,4,1214,98,548,140,06,075
0311.00,6616,55.18,1498,2462,2965,3651,0,1908,518,919,306,06,075
0312.01,7110,84.26,1291,1891,1119,5991,36,4369,468,819,299,06,075
0312.02,3213,88.20,597,885,379,2834,24,1677,572,426,135,06,075
0313.01,4594,83.65,955,1312,751,3843,64,2088,998,428,265,06,075
0313.02,6376,87.22,1237,1905,815,5561,0,3206,760,1149,446,06,075
0314.00,6968,90.38,1291,1822,670,6298,1,3463,965,1730,139,06,075
0326.01,4638,63.48,1143,1787,1694,2944,0,2381,26,179,358,06,075
0326.02,4523,66.31,991,1660,1524,2999,3,2447,22,261,266,06,075
0327.00,6950,67.73,1705,2403,2243,4707,0,4006,2,459,240,06,075
0328.01,4171,73.17,1029,1392,1119,3052,6,2668,34,275,69,06,075
0328.02,4060,80.64,923,1442,786,3274,9,2992,0,140,133,06,075
0329.01,5608,74.32,1416,1801,1440,4168,0,3356,48,384,380,06,075
0329.02,4264,77.98,929,1345,939,3325,0,2972,38,125,190,06,075
0330.00,8227,64.86,1743,2689,2891,5336,37,4530,56,572,141,06,075
0331.00,4630,69.83,1242,1492,1397,3233,0,2979,17,194,43,06,075
0332.01,3967,56.79,192,638,1714,2253,0,751,280,926,296,06,075
0332.03,3935,53.16,711,1525,1843,2092,0,1278,223,391,200,06,075
0332.04,3933,67.38,537,1565,1283,2650,35,1349,325,622,319,06,075
0351.00,8691,68.71,1765,2898,2719,5972,17,4887,102,691,275,06,075
0352.01,5775,64.33,1279,1962,2060,3715,2,3171,1,326,215,06,075
0352.02,4571,58.70,955,1792,1888,2683,0,1951,26,461,245,06,075
0353.00,7395,76.59,1845,2589,1731,5664,14,4824,75,514,237,06,075
0354.00,7022,66.39,1628,2475,2360,4662,0,3758,187,541,176,06,075
0401.00,4491,41.84,792,1929,2612,1879,0,1518,51,166,144,06,075
0402.00,5711,51.37,1137,2464,2777,2934,0,2080,145,434,275,06,075
0426.01,4027,56.15,764,1769,1766,2261,0,1532,122,538,69,06,075
0426.02,3375,51.88,787,1432,1624,1751,28,1252,29,287,155,06,075
0427.00,5049,56.96,1083,2384,2173,2876,0,2133,143,374,226,06,075
0428.00,2491,35.33,684,920,1611,880,0,580,0,165,135,06,075
0451.00,4964,53.08,839,2165,2329,2635,11,1931,218,359,116,06,075
0452.00,7259,52.46,1580,2928,3451,3808,7,2575,17,787,422,06,075
0476.00,5451,58.10,1145,2197,2284,3167,1,2651,39,196,280,06,075
0477.01,4259,63.18,1019,1852,1568,2691,0,2294,30,152,215,06,075
0477.02,4121,62.17,979,1577,1559,2562,0,2191,68,177,126,06,075
0478.01,4186,62.33,962,1618,1577,2609,7,1944,71,329,258,06,075
0478.02,4065,70.68,780,1560,1192,2873,0,2315,0,365,193,06,075
0479.01,6865,59.13,1565,2639,2806,4059,0,2811,190,706,352,06,075
0479.02,3722,55.16,883,1491,1669,2053,0,1487,44,213,309,06,075
0601.00,3681,17.93,632,1269,3021,660,0,310,0,214,136,06,075
0604.00,1634,44.43,273,1008,908,726,0,349,66,176,135,06,075
0605.02,3417,96.63,851,961,115,3302,0,1474,621,1085,122,06,075
0607.00,9979,60.93,2114,4794,3899,6080,0,4276,509,1083,212,06,075
0610.00,4587,87.44,1112,1545,576,4011,19,2225,388,980,399,06,075
0611.00,4527,96.55,1088,2036,156,4371,15,4134,29,173,20,06,075
0612.00,4296,89.97,770,1166,431,3865,1,1108,880,1745,131,06,075
0614.00,6140,52.30,1407,2510,2929,3211,13,1002,469,1436,291,06,075
0615.00,12511,50.50,2411,7177,6193,6318,31,4173,146,1702,266,06,075
9802.00,330,37.27,21,70,207,123,0,73,34,10,6,06,075
9803.00,78,6.41,0,65,73,5,0,0,0,0,5,06,075
9804.01,0,0.00,0,0,0,0,0,0,0,0,0,06,075
9805.01,880,92.95,188,274,62,818,0,512,186,87,33,06,075
9806.00,487,88.91,114,164,54,433,0,73,226,130,4,06,075
9809.00,271,56.83,46,148,117,154,0,58,29,55,12,06,075
9901.00,0,0.00,0,0,0,0,0,0,0,0,0,06,075
0075.02,5361,98.96,1103,1800,56,5305,0,0,5276,12,17,11,001
0075.03,2694,98.55,560,921,39,2655,0,5,2619,15,16,11,001
0075.04,2780,99.50,563,1052,14,2766,1,0,2765,0,0,11,001
0076.01,4182,97.75,874,1925,94,4088,25,17,3958,88,0,11,001
0076.03,3950,93.85,808,2159,243,3707,0,67,3271,369,0,11,001
0076.04,3766,96.26,861,1722,141,3625,63,0,3470,61,31,11,001
0076.05,3609,97.98,790,1589,73,3536,34,164,3221,10,107,11,001
0077.03,5267,100.00,1244,2183,0,5267,0,17,5211,39,0,11,001
0077.07,4423,100.00,978,1500,0,4423,0,0,4332,70,21,11,001
0077.08,3070,100.00,742,1158,0,3070,0,0,3070,0,0,11,001
0077.09,2165,99.12,478,1004,19,2146,0,0,1962,110,74,11,001
0078.03,3473,98.91,651,1499,38,3435,42,4,2959,388,42,11,001
0078.04,3214,99.53,619,1121,15,3199,0,8,3017,124,50,11,001
0078.06,2080,97.26,426,921,57,2023,13,0,1991,9,10,11,001
0078.07,2314,99.96,532,884,1,2313,0,12,2249,32,20,11,001
0078.08,4289,99.51,820,1383,21,4268,0,7,4130,131,0,11,001
0078.09,2805,97.61,656,1175,67,2738,12,16,2620,55,35,11,001
0079.01,3951,81.19,831,1540,743,3208,20,13,2985,115,75,11,001
0079.03,1825,83.01,374,797,310,1515,7,32,1370,50,56,11,001
0080.01,3184,49.37,661,1363,1612,1572,0,227,1075,155,115,11,001
0080.02,3546,40.89,730,1599,2096,1450,0,111,1139,131,69,11,001
0081.00,3212,24.94,605,1377,2411,801,0,93,376,242,90,11,001
0082.00,2929,18.23,396,1402,2395,534,0,85,161,211,77,11,001
0083.01,2383,26.56,439,989,1750,633,0,102,209,189,133,11,001
0083.02,2409,28.77,375,991,1716,693,1,118,434,76,64,11,001
0084.02,2133,51.34,318,1100,1038,1095,0,52,873,82,88,11,001
0084.10,1355,53.80,236,551,626,729,0,42,618,57,12,11,001
0087.01,2311,69.45,325,922,706,1605,0,0,1436,144,25,11,001
0087.02,1930,88.13,352,747,229,1701,0,11,1472,175,43,11,001
0088.02,4598,83.01,779,1780,781,3817,69,129,3478,44,97,11,001
0088.03,2148,76.77,167,513,499,1649,9,71,1287,215,67,11,001
0088.04,2442,91.85,417,1073,199,2243,0,171,1851,179,42,11,001
0089.03,3465,93.97,786,1452,209,3256,0,88,2915,208,45,11,001
0089.04,3046,95.34,588,1534,142,2904,0,12,2411,370,111,11,001
0090.00,3049,97.08,603,1731,89,2960,0,9,2825,116,10,11,001
0091.02,5288,92.95,1029,1976,373,4915,0,42,4570,261,42,11,001
